Variable,Coeficiente,Odds_Ratio
Intercepto,0.02061645877377801,1.0208304459828557
log_PVP,-0.4566841052828289,0.6333803899828951
sqrt_Car_Age,1.7261320422180668,5.618878238083794
Km_medio_por_revision,2.7515240573773034e-05,1.0000275156191214
PVP_x_Car_Age,-4.826273396364405e-06,0.9999951737382501
