Variable,Coeficiente,Odds_Ratio
Intercepto,0.03405940162932983,1.0346460645647668
log_PVP,-0.4999760877654124,0.60654516338946
sqrt_Car_Age,1.8618098086356738,6.435373032237887
Km_medio_por_revision,2.9170611711761757e-05,1.0000291710371783
PVP_x_Car_Age,-6.704823940660218e-06,0.9999932951985366
